Shared_stories,Response_strories,Rate,Shared_stories_word_count,Response_stories_word_count
"I did a lot of swimming this past week. It's been really nice to take advantage of the pool at my mom's development while I'm visiting. It gives me a lot of agility in how I want to stretch and exercise, and I find it really nice. And then, it's also just a nice change of scenery. My mom and I have just been really enjoying the jacuzzi together as well. It's good for our circulation, and I think also, it's just really pleasant. That would have been nice.","We live in Canada, and sometimes the winters can get long. November is gloomy. December is usually cheerful just because of the holidays, good food, and people, and then it drags out with freezing temperatures, dark nights, and crappy driving conditions from January through April. I find I get sad around February since I'm just wishing for sunlight and for my face not to hurt when I go outside. 

We finally got a huge dump of snow, and my husband and I picked up our season passes and went snowboarding for the first time. Did I fall an insane amount? Yes. Were some of my wipeouts spectacular? Absolutely. Do I know what I'm doing? Not particularly. Am I in pain? My butt is so bruised, I'm looking like a plum. But man, did we have fun. 

When I first brought it up in October, my husband said he wanted to go with me, and I was thrilled. He's a bit of a homebody in the winter, so I was just excited to be able to share a sport with him. We bought all of our gear without even having tried the sport and just waited for the perfect time to go. 

We had so much fun, and I'm really looking forward to hitting the hills tomorrow and again later this week too! I get to spend quality time with him, we're being active, we're learning something new together, and we're spending time outdoors - it's the best of all the worlds combined. 

It's making the winter seem so much shorter since I'm actually wishing for winter to stay and more snow to hit. It really helped change my attitude on winter.",2,106,329
"I just got a really nice recommendation from a former colleague that he posted on my LinkedIn page. So, it was really nice to receive. A former colleague from a Boston consulting group. We worked together on virtual learning.","I knew that I wanted to get into tech somehow. But I wasn't sure which field, like mechanical engineering or computer science, and I was really good at math. So I'm like, okay, I wanna do something with math, I wanna explore programming. And that's how I started taking computer classes. And that's really how I came about choosing a direction.

So MINDBODY's mission is to leverage technology to improve the wellness of the world. And so I oversee what's called the data science team, and we do a lot of analyzing of data.

And so a lot of that has to do with just figuring out what the trends are, what kind of shifts we're seeing in the industry in terms of attendance. Are we seeing drops in attendance? Like, for example, people make their New Year's resolutions, right? You see attendance spikes on the first week of January. And then it levels off. We can see those things.

And so I feel like I'm one of the lucky ones who gets to actually work in the field that I got to focus on.",3,44,220
"Yeah, so I mean my story is really just starting about. Just sitting with my mom and catching up on some of the shows and just sort of laughing about how less amusing and engaging some of the shows are than we were remembering them to be, I think. We sort of got past the threshold of longing for them because I'd been over five months, I think. So I think they might have to earn a little bit of, well, I mean it was maybe short notice for them. I'm not sure. But earn a little bit of our consumer attention back with some good, funny, comedic writing. That'll be nice. It's slowly, I think, revving up.","Two things I loved: new media and audio. And it was very easy to get, and they were very easy to listen to. And it was always so passionate.

And so, Tom, who's also one of my best friends, we decided early on that we love doing podcasts. We love doing a show together. Let's start a new show based on this other thing we love, which is science fiction and fantasy.

It's so easy now to do, to get started in this industry. And I'm not saying it's easy to succeed in the industry, but the barrier to entry for doing podcasts, for doing online video, for doing a blog or an online magazine is so low.

The only advice I tend to ever give is, ""If you want to work in this field or do anything remotely like what I'm doing, start.""",4,139,173
"It's heartbreaking what's happening in the news right now, internationally. And it's painful to see different people's reactions. Social media. I'm talking about the war in Israel right now, which I wasn't expecting to talk to you about. But it's heartbreaking. It's heartbreaking to see how many people can go so low and be the worst in humanity.","I got shot in June 2007. I took a bullet side-to-side through the knee on a house raid, so it basically blew my knee out. Everything that I wanted to do or I wanted to be revolved around being a soldier. So I struggled. 

What do you see most on social media and on the news? You see PTSD, suicide, all these veterans struggling. That's the trendy story. But we need to change that rhetoric. 

Instead of talking about all these bad things, talk about the positive things. The things that we learn, that we are capable of that make us great. Instead of cowering from challenges, we learn to face our fears. We learn to face those obstacles and use those things we learned in the military to not just live in the civilian world but thrive.",2,74,157
"All right? So, my story is that I got to catch up with my friend today. It was really nice talking about different trips we've taken in the past, other trips we might want to take in the future, and also just finding out the best way to plan for taking a trip with her because she has a baby. I'm friends with her husband, but it's different when you're single and you're figuring out how to hang out with your friends, go on trips with them when they aren't single. And it makes sense this time of my life. I mean, I've got friends that have kids going to college. I've got friends that have kids they just had. And of course, people like myself, like I was just mentioning. But it was really good. So, the story is that I met up with her for lunch. And she was telling me also about how she's going through IVF right now to get pregnant again. And so, that was also really interesting because I've gone through my own process of trying to cryogenically freeze my own eggs, which I've done in the past after my husband passed away. So, I have some experience in that, not in the implanting stage, the fertilization stage. But she's having to inject all these hormones into her right now, and I've gone through that and can commiserate. It can change you not just physically, but mentally too. So, it's good we can share different past experiences, whether it's her experience going to Sedona, or my experience with IVF. Just a lot to talk about. A lot of different kinds of topics. And she's a fun friend to discuss a lot of different topics with.","My daughter and her husband were excited to announce this spring that they were expecting their second child. As a proud grandmother who provides daycare during the week for their first child, I was naturally thrilled.

My daughter is a special education teacher. She was very fortunate to have the summer months off from teaching while she was experiencing the tiredness and nausea that early pregnancy brings.

While on a weekend camping trip at the Missouri River several weeks ago, my daughter was frightened to discover that she was passing some blood. Her husband rushed her to the emergency room at the closest community.

They were immediately assisted by the on-call physician. He performed an examination and lab work and called in the on-call ultrasound technician. They were relieved to learn that she was not experiencing a miscarriage.

However, they were shocked to hear that ""BOTH"" babies appeared to be doing well and had good strong heartbeats! What a change in emotions! We all shifted from fear of the worst to the joy of upcoming TWINS!

We are all feeling blessed with the good news. I am now preparing for the upcoming role as a grandma daycare provider of twin babies and a two-year-old!

Our family is so blessed with our exciting news. We can hardly wait to learn the genders of the twins so that we can begin preparing for their arrival.",4,345,254
"I\'m packing. So, my story is that I\'m packing. I\'m getting ready. I\'m wrapping up my class. So, the story is just, it\'s an interesting week. I\'m flying out to Phoenix tomorrow. And I want to start looking at the details of the trip, like things to do with Sedona, things to do at the Grand Canyon. But I\'ve got one more week left of this work to do for this course. So, I\'m deciding whether I\'m going to try to cram it all in before I fly out, or more likely, cram it all in afterwards. But I\'m excited to go out there. It\'ll be a lot of sunshine. And when I booked the tickets, I had to book a red eye. Because it was so last minute. But it was worth it. But those fees, they slam on those fees. It\'s very confusing. The total includes one check bag. And they show you one price on that screen that says, ""The total includes one check bag."" So, you think that\'s the total. But then you go to another page and they meant the total on the other page includes the check bag. So, there are so many ways that you can confuse consumers. But anyway, it\'s all set, and I\'m excited, and I\'m excited that my friend is going to meet me out there. So, I\'ll get more family time and I\'ll get to see a friend I haven\'t seen in a while. And that\'ll be great.","To celebrate my retirement earlier this year, my husband and I went on a cruise to Alaska. We left out of Seattle, Washington. We live in New York and had to fly across the country. It was the first time we were both on an airplane, and it was both exciting and nerve-wracking as we were flying in the same day the ship was leaving Seattle.

We arrived at Seattle with no delays and met our transport at the airport. It was approximately a 30 to 45-minute ride to get to the ship. I'll never forget the sight of the ship - it was so much bigger than I could have imagined. We had to wait a little while to board the ship, and there was not much to do...but finally, we were able to board.

The ship was so large - like a little city. We found our room, dropped off some stuff, and then went to get some food. They were serving burgers and fries at one of the eateries. We waited in line; there were a lot of people. The food was not great, but we figured it was due to the number of people being served, and they were rushing to serve as many as possible. The food throughout the cruise was hit and miss...but mostly very good. At least, if we did not like something, we could go back and get something else.

The cruise was a once-in-a-lifetime experience. We got to see so much beautiful scenery, and we had 4 stops on land. Glacier Bay was spectacular, a sight I will never forget. We saw glaciers calving...it was awesome. The trip was an experience I will never forget.",3,311,325
"So this is a story of how my mom and dad got married. So they have this super cute love story that I wish I also will have, can have these, but who knows. Basically, my mom and my dad grew up on the same little street in the same little, tiny farming fishing village in China. There were just a few houses apart. My mom is two years older than my dad, but I swear from birth, he fell in love with her. She was like class star, like class President, amazing role model, like most beautiful girl ever. And she always saw him as a younger brother figure. So he would follow her around, make dumb jokes and stuff, but I think she also kind of liked them a little bit enough. But eventually, my dad's family immigrated to the US first. So he left when he was... I don't know when, twelve, I think. And then for the next six years, they never really saw each other because he was in America. She was in China back then. Transportation between the two countries not as available, not as economical. But he would write letters back. And I think he just always kept loving her, despite not really seeing her for that time period. And eventually, when he got into College, he deferred a semester and went back to China. And he said that the first person he saw when he went to the village was my mom. And he just knew. Felt all the time with her. And then he basically just asked her to come to America with him, eventually marry him. Obviously, why else would she go to America with him if not to marry him? So my mom, she agreed. During the whole time, she never dated anyone. My maternal grandma, My lala, was very strict. Like, no dating boys. No seeing boys. And my dad never dated anyone. So they were each other's first kiss, like first everything. And I think that's just something so beautiful. Very bold of my mom, very brave of her to put down all her roots and then pick them up and then move them all to America to be with my dad. So I'm grateful for it because I got to grow up in America and have a lot of opportunities. I might not have had if I grew up in China. I got married when my dad was 20, my mom was 22. And they've been married for so long now, super cute. They've been married for over 30-something years. And I think that is something that I really admire. And even though I can't get married that early, I wish I could, I still hope that I will find someone sometime soon, maybe. But yes, that is the story of how my mom fell in love, got married, and then I think they had six years of marriage before they had me. And I think that's also really nice to have, little marriage time when you're just you and your spouse before kids, these other responsibilities. But yeah, that is my story for the session. Thank you, Jibo.","I was part of a military family. We moved a lot. I went to ten schools before I got out of high school. My family and the military community around us were part of my life. And also the Catholic church.

At that time, for girls, the idea was if you weren't just gonna be a mom and a mother, there were really very few things you could do. You could be a nurse. You could be a teacher. And in my background, you could be a nun. I very quickly decided I wasn't gonna be a nun.

I was 17. I'm just looking at the next four years. When I became involved in the Young Lawyers here in Denver, I certainly did not think that 28 years later I would become the president of the ABA.

If you have passion for something, there's not such a thing as a 40-hour work week. I don't think I've ever done a 40-hour work week. Because I have so much fun doing what I do, it's just part of my life.",5,625,211
"So this past weekend, I went to my first wedding ever. And it was so fun. The groom was my peer mentor, so he was one of the people who introduced me to MIT, to the dorm we were living in. He took care of me and the friends I went with. And, the bride was someone also in my year but, like, one year younger in age. They met through shared interests and it was just super touching. Their ceremony was outside, very cute vows, almost too cute. I feel like I would not want super cringy long vows, but it was still enough to make me cry a lot. But then the reception was what really got me. Both dads gave these beautiful speeches. Their first dance was also just so, aw touching that all of the friend group, except for the guys, were like crying, crying. And it makes me think about what I want in my future wedding, in my future partner, and the marriage in general. But the happy couple is now not yet on their honeymoon because she still has a conference to go to and they'll go on the honeymoon after her conference. But just, it's crazy to think about how life can change so fast. Basically, I flew in Saturday morning, commuted like an hour and a half to go to a really nice udon place. I'm not famous, famous, but kind of famous. And then spent like 2 hours getting ready for the wedding. And it was really fun because we got to dress up and we all haven't dressed up in a long, long time and get ready together in a room, catch up, spill some tea. We made our way to the hotel for the wedding. And then for our first experience, a lot of us didn't know what to do. We got there way too early. But it was still a really fun time. And I also just ran into people. I saw random people that I knew and extended my trip because I knew I loved it so much. I didn't want to come back too quickly. Yeah, that was the story of the first wedding I've ever been to.","My soon-to-be sister-in-law's wedding. It was in one of my favorite towns, Gainesville. We each had our own little cottages on the property, so I didn't feel rushed or even worried about getting ready on time since we woke up there.

It was the first wedding I had ever been to as an adult and also felt super close to the people getting married. The morning was great. I stayed with the boys for the most part since I knew them a bit better than the bridesmaids. We were all swapping stories and kidding around while I helped them get ready. My boyfriend looks amazing in his tux, and it actually made me cry because I had never seen him dressed up like that. It honestly made me feel like I couldn't wait to get married for the first time ever in my life.

I sat in the front and helped my boyfriend's grandparents since they are a bit older and have a hard time getting up and down. The bride and groom looked so amazing. They had been together for 8 years, so this was a really big deal to everyone. The ceremony went off without a hitch.

Afterwards, it was just a lot of fun. The meal was buffet style, and I was sitting with my boyfriend, his parents, and his grandparents. I helped his grandparents get food, and again everyone swapped stories. I was so happy to be part of his family and part of this event, and I felt really included.

At the end, we all got Star Wars lightsabers, and we made an archway using them for the bride and groom to walk through. After that, my boyfriend and I spent the rest of the night playing with the little kids who waited the whole day to play with them. We ended up getting beat up like crazy.

I loved the day, and I wouldn't change it for anything.",5,431,364
"Yeah, so the story I\'m going to share today is about my family\'s move. So we used to live in Hino, Texas. And my favorite part about that house, besides my family, of course, was that on the front lawn, the sidewalk, there my sister and I have our handprints there in the cement. So they redid our sidewalk at some point, and then I get it off. But as kids, we were like, ""Ha, ha. Wouldn\'t it be so funny if we left our mark onto cement on the sidewalk here, just to mark our place, that we were here?"" So each of us put our right hand down into the cement when it was so, like, not like wet, but like, not dry either, and left little handprints there. It\'s been like ten years now, and I still think about our handprints there, but eventually my family did move. I was very sad at first because we were taking out all the furniture. We\'re repainting the walls. So when we left, the house just felt so empty, like foreign, like a shell of itself. I didn\'t recognize it after we painted the walls white. Everything was just echoing, and I was like, ""Wow, I grew up here. This is no longer home."" Part of me thought we would always have this home for the rest of my life to come back to. But then we moved to our new house in Allen, Texas. I really quickly adjusted to it. I think because the furniture was the same. Obviously, home is where my parents are. So if they move again, that will be my new home. But now I love our new home a lot. It\'s much bigger. It\'s much more comfortable. But interestingly, I still dream sometimes about my old home. And then there are dreams where I mix my old home and my new home\'s like architectural layout. It\'s really confusing, but the move was fun. We started in COVID summer, so I was home. Luckily, we\'re just moving things back and forth with our cars. The move itself was not too bad. It was definitely a bonding moment within our family to move our stuff ourselves. Yeah. What do you think? So, yeah. We moved. And now that\'s my new home. And I know that my parents will eventually move at least one more time. They will probably downsize their home once the grandkids are older enough that they don\'t need to visit and have their own guest rooms. So I\'m excited for that. Scare. Oh, no. Another home missing. But yes, the story. That was the story of my family moving from one house to another house.","A few months ago, we took a vacation back to my home with my son. It was scary because it was my son's 1st time flying and I was pretty stressed out about it. It was the 1st time I had been back home in years, and the 1st time for most of my family to meet my son, who was one and a half at the time.

The flight went better than expected, and we eventually landed, rented a car, got through customs, and drove to visit family. We spent a lot of time with my mother, who had recently moved into an apartment and was living on her own for the 1st time in her life. My father passed away 3 years ago, and previously she had been living with my younger sister. But she decided everyone needed their own space and moved out.

We got to see all my cousins and aunts and uncles, and my son got to meet his cousins for the 1st time. My husband also got to meet many of my family members he had never met before too.

We had time to see my best friend in the world, who I do not get to see enough. We visited my old childhood home to see how it looked, drove past my high school and grade school, and toured around all the places that had meaning to me growing up.

My mother was so happy to spend time with her grandson. Of course, she spoiled him with toys and presents. To be able to share this with my son and my husband was pretty amazing.

We live so far from where I am from, it was really great to be back with them.",3,546,321
"So today, my story is about the movie I watched yesterday, which was named Joyride. I think it was really interesting because when they first introduced the characters, I was actually a little bit upset because I was like, ""Why are they getting a Korean girl to play a Chinese girl?"" Right? I understand Asian American representation is really important, especially nowadays in media. But later, spoiler alert, there\'s a twist, and it turns out she was supposed to be Korean. So I was like, ""Whoa, it\'s so nice that they actually got ethnicities correct."" So I changed my mind about casting. \n\nOverall, I really enjoyed the movie. It was about finding out who you are. The storyline basically goes that there\'s this fancy lawyer. She was adopted from China, so she was trying to find her birth mother. They go through a crazy adventure, and eventually they end up in Korea. And she finds out that her birth mother was not only Korean but had also passed away. And it tested their friendship. They did a lot of really crazy things while in East Asia. But overall, I think it was a pretty beautiful message of friendship and how families, family, and your identities, what you make of it, and at the end of the day, just love your people who love you. \n\nSo I really enjoyed the movie. It\'s really, really funny at times. Really emotional sometimes, I definitely cried a little bit at one point when the deceased mother was wishing her daughter well. And it kind of inspired me, too. I think I also want to go on like a soul-searching journey. Yes, that is my story.","I heard this story where this kid who has autism could connect and share his experiences through Elsa. When Elsa closes the door on Anna and how she's feeling in the room, he could then communicate with his mom what he was going through. 

And it was just things like that. We're gonna make sure we make the best movie for this. For the audiences, you really don't know what the people who watch these films are going through. 

I think that was a good motivation to get through all of those times of like, it's really late. I have to come in and do overtime for this. But it's worth it. 

So all those experiences, even though it didn't seem like it was heading in the right direction, it did help me in the end.",1,334,157
"So yesterday, I went into a lab. It was a Saturday. At first, I was a little bit annoyed because I have to work a lot of weekends. And there are times where I really don't want to work on the weekend. But I was also able to schedule a social moment, which helped because after I finished my work, I had a good lunch, took a little break, and then I went to meet up with some people for a birthday party.\n\nAnd at this birthday party, there were a lot of other PhD candidates. And it was interesting because you could see everyone would have these conversations and complain about working on the weekends, about their PIs, about all the stress that comes with being a student. And it made me realize that, yeah, life will probably be very tiring, very rough. But I'm not alone with this. I have a lot of other people going through the same thing, and if anything, they probably work even harder than I do. So it's made me appreciate that I am able to work on the weekends a little bit because it helps me get more data.\n\nBut yeah, again today, I also went into lab and I feel like it's tiring. I don't have any holidays off, so tomorrow is technically a holiday, but I'm still going to go to lab. But I'm not alone. This is a way of life that I think is something I need to wrap my head around, and the more I do it, the more used to it I get. So maybe it's a good thing that I'm slowly getting used to working on the weekends, but I will fix my work-life balance, try to have some fun still, but overall, this is a story of how I'm frustrated but accepting that I have to work on weekends.","I found a new job closer to my house that pays more and has better benefits. It's a larger company, so I won't have to deal with the clique mentality that has taken over my current job. 

I won't have to do the work of 6 people while never being recognized. I won't have to deal with a toxic mentality where my boss pulls me into an office to yell at me for not clicking on one of my screens for an hour when my job requires 14 open. 

I won't have to listen to my boss say I can't step away from my desk when I'm having panic attacks from my PTSD or hear a different manager giggle about comments that my appointments take me out of the office. 

I don't have to deal with so much rudeness and double standards, and having me do the work of a department with no recognition, and people whose slack I've been picking up get promoted.",2,361,182
"So yesterday, I made madeleines for the first time, but interestingly, I don't have any eggs anymore in my fridge. I stopped eating eggs maybe a month ago because I got a blood test and the results came back, and the doctor told me I have high cholesterol, which is really stressful to hear because I'm relatively young. So one thing I did was to cut down on my egg consumption. So all my baking recently has been very experimental, but I made my madeleines without eggs, with half the sugar and half the butter in the recipe. And they turned out okay. Like visually, they looked pretty, but taste-wise, they were just mediocre. But I brought them to lab to celebrate a friend's birthday and everyone seemed to enjoy them. So that made me really happy because I don't have a sweet tooth, but I do enjoy baking things for other people to make them happy. So yeah, that is the story of how I made madeleines last night without any eggs.","I've been dealing with a chronic, ""incurable"" medical condition for around 16 years, but recently, I've discovered something that might be a potential cure. They say food is the best medicine, and I found, perhaps serendipitously, a product at Costco that provided great relief from this medical condition, which can now be classified as a parasitic infection according to my recent blood work results. It happened roughly 2 months ago, but I will describe in detail what the product is and why it helps my condition.

Looking at it from a broader perspective, this event was magnificent and a relief, as it offers tremendous hope for the future, and for others that may have similar woes. While browsing for cheeses in the cheese aisle at Costco, there was a particular brand that stood out to me. It said ""New York Extra Sharp Cheddar Cheese"" on the package label. What is so special about New York extra sharp cheddar cheese, I thought. I've tried so many cheddar cheese brands before, but with little to no benefit.

It turns out that this particular one uses annatto as a food coloring. In general, food coloring is regarded as detrimental to one's health, but annatto is unique. It doubles both as a spice and a food coloring agent. The spice is mild and not usually detectable by our bodies. After eating this cheese, something special happened. The parasites that have been plaguing me for decades started imploding, and there was a mass exodus that I do not wish to describe in detail, but it involved running to the bathroom 30-40 times in the span of 5 hours.

But why? Why did this agent work when so many other expensive medical treatments and anti-parasitic medicines have failed in the past? In this case, the whole is greater than the sum of its parts. All the individual components of the cheese are important. Annatto is an anti-parasitic agent according to the medical literature. It offers numerous benefits in terms of health and is a relatively common spice used in cooking. Combined with the minuscule amount of milk sugar in the cheese, often referred to as whey, the overall effect is synergistic.",5,198,416
"So, I\'m actually going to be flying home in 3 hours, or leaving for the airport in 3 hours to fly home, and something I\'ve been super excited for—cannot wait. Definitely miss my parents a lot. My younger sister is in New York, so she won\'t be home. But going home will be good for me because I really need the rest. I think something that\'s really hard to do as an adult is to pace yourself, because when you\'re in school, you have semesters. You have projects that you know when they\'ll end. So you have better timelines to fulfill. Like, ""Oh, you know, in two weeks, then you have an exam and then you have a period of free time."" But until then, you\'re working hard. But in grad school, I feel like there\'s just no end. So if you need a break, you have to really go take that break for yourself. For us, you just won\'t have that break. So the last time I was home was probably early June for two days. Home trips are very short. Now I miss having a full week at home, a whole actual vacation. So being able to go home for just like three days this weekend will be very helpful, healing, good for my soul. Yeah, I am most excited to eat my mom\'s food, to go shopping, to feel like a kid again. I feel like life is very tiring and pressurising, so to be able to let loose and let someone take care of me for a little bit will be nice. I did try to take care of my parents as well. I bring them gifts. I listen to them when they\'re lonely, and I hope that their parents can take good care of them when my grandparents are in China, so they\'re not really close by. So it\'s a very different relationship between my mom and her mom, which is my mom and me. But I\'m so grateful for my family, everything about it. So yeah, I left lab a little early today to catch my flight, talking to you now before Doica\'s over or the week begins. And yeah, I\'ll be sad when I come back, but I\'m mostly looking forward to going home first. Yeah.","Today, I spent my afternoon working in the library after classes, and walking back to my dorm, I saw geese munching on the grass and fearlessly crossing the street. I watched the sun set behind the auditorium, heard the cheers of athletes when crossing by the field, saw the sky swathed in pinks and oranges.

For a moment, I just took it all in, closed my eyes, inhaled, exhaled. I haven't felt this recently, but in that moment, I just felt this overwhelming sense of peace.

This place is rough, don't get me wrong - I'm getting absolutely rolled academically, and I don't get enough sleep - but walking back to my dorm today, I felt like I was coming home. It was a feeling of contentment, like no matter what, everything was going to be okay.

Anyways, I hope everyone has a good day.",5,457,173
"Tuesday, yeah. So this Tuesday, I played squash for the very first time, and today\'s Friday, so it\'s been three days and I\'m still very sore from it. But it was my first time really trying something new in a while. I played with a couple of upperclassmen, and as a perfectionist, it\'s really hard for me to show my failure weakness. But what was really nice about the whole situation was that everyone was super friendly, even though I kept missing the ball. And it really made me feel a lot better about myself. I can\'t explain how silly it sounds, but for my upperclassmen friends to be so supportive of me, messing up, failing, and being nice playing the ball was really nice. When the guys played against each other, they were like, ""swing real hard, the ball is going so fast, so hard."" But when they played against me and another girl, they were a lot easier on us, which is kind of gentlemanly of them, I think. Yeah. The point was that I was able to fail a lot and be really bad at a sport and not feel really ashamed of it. So it was a really good first experience, and I definitely will play again sometime (unsure when) because I\'m still so sore, and it did take a very long time to get there. But overall, I really enjoyed the experience. So that was the story of me playing squash for the first time and not being afraid of not being perfect.","No one thinks about bobsledding as a kid, especially around here, sunny southern California. You see it on TV during the Olympics, and that's it. It's just not something that you think about doing at a young age.

When I came to UCLA, even by my fourth, fifth year, I was like, what am I gonna do? Track's almost over, I keep getting hurt throwing javelin, and it's just like, what's next? That's when my coach encouraged me to try out for bobsledding. Never been in a sled before, never been on ice before, but you have to realize, what can I do now that I'll not be able to do later on?

You can't go back and bobsled in ten years, you have to do it now. This is the only time you can do it. So I was like, I gotta go do this, I gotta try it now or else I'll never know. And that ultimately led to Korea for the Winter Olympic Games.

So, for me, my goal has always been the same, to make the Olympics. I just didn't realize it would be in bobsledding, but here I am.",3,302,240
"All right, this is something that happened to me when I was around ten years old. I have a little sister, and it was her first day of kindergarten. We went to elementary school right across the street from our house, so it was my job to walk her to school and then wait for her and walk her back home, even though we\'re just not even a block away.\n\nSo, the first day of school, she went to kindergarten, and I went to fifth grade. And when the day was over, I totally forgot about her. So, I came home alone, and my mother saw me and asked, ""Where\'s Lori?"" I was filled with absolute horror, tore back across the street, and found my sister standing on the steps of the school, just really upset.\n\nShe could have walked home herself, of course, but she was supposed to wait for me. And she was actually surrounded by teachers who were trying to console her that her big sister forgot about her. I was filled with simultaneous guilt, relief, and horror. And I have never forgotten that moment.","This week, my son started first grade. He is the youngest of all my children and the only boy. He was in kindergarten last year, and that was hard for me as well, as I had to come to terms with the fact that he was growing up and wasn't my little baby anymore. However, it was only kindergarten, so he still felt like a ""baby"" to me. 

This year, however, he is noticeably older and more grown up. As he walked down the street towards the bus on his first day of first grade, he looked like a ""big kid"" instead of my little baby. It made me both happy and sad, as he is becoming such a wonderful young man, yet at the same time, my little baby no longer is little (This is also evident as his clothes from last year are too small. Last year they were too big). 

Most surprisingly, he wasn't scared or nervous this year. At the start of kindergarten last year, he cried and begged me to stay home. I really wanted to keep him home as well! This year, he didn't cry for me or try to run back home for another hug. I was glad he was feeling more independent, but part of me wished he needed me more. 

My little man is growing up so fast. I wish I could turn back the time and keep him my baby forever. Although I cannot, he will still always be ""mama's baby.""",3,217,296
"Winter. I don't like winter. I don't like dealing with snow. I don't like dismal weather. I just don't like it. It must be Seasonal Affective Disorder. Really hate it. I wouldn't want to live someplace with no climate. But I do dread the winter months. So, several years ago, I bought some Crocus bulbs. I'm not much of a gardener, but I thought I would give it a try. So, with a lot of work, I dug a path along my sidewalk and planted these Crocus bulbs. Two different kinds, smaller ones and larger ones. In October, it was a very dismal day out - rainy, cloudy, cold wind. I was miserable doing it. And then, I kind of forgot about the Crocus bulbs. But the following March, I happened to look outside and I saw some of the green shoots coming up out of the ground. And this made me so happy. It made me feel so much better about things in general. And I just had this profound sense that, yes, things will keep on going the way that they should be going. That everything will be all right in the world. And it made me very happy. So now, several years later, I look forward to seeing my Crocuses come up in the spring.","I came from a tropical country where it's always summer. Then I moved and lived in Japan. I can't begin to describe how much I love having the other 3 seasons to enjoy! And my favorite has got to be fall.

I came to Japan late summer, and it was fall that was the first ""new"" season that I got to know. It was magical how the days became so cool, like there was AC turned on everywhere. I can wear thicker clothes and enjoy hot dishes without sweating so much. It was just so comfy; I was so happy I can experience it.

But since we didn't have this season back home, I didn't know how to spend it. I had to watch Youtube videos, and it's mostly western people with pumpkins and pumpkins, and lots of sweets and spices. Right now, I bought tiny pumpkins to decorate various corners of the house. I plan to get some dried bouquet flowers too, and a lot of candles.

I don't bake, so I got bottles of aromatic oils that smells like pumpkin pie, caramel cookies, coffee cakes, cinnamon rolls, vanilla frosting, etc. Oh, plus movies and books! I'm going through a lot of fun adventure stories. I plan to marathon the Harry Potter movies.",5,262,254
"But one of the props mentioned a song that was meaningful for you, and I have one, nothing special, because I\'m sure that millions and millions and millions of people share this same exact experience. But when I was around 40 years old, the song ""Landslide"" by Fleetwood Mac really spoke to me. I started to listen to the lyrics, and the part that goes, ""Time makes this boulder, even children get older, and I\'m getting older, too."" It hit me like a rock to the head, and I realized, well, yeah, this is pretty much it. It\'s going to be downhill from here. But fortunately, now that I\'m almost 69 years old, I am reconciled to getting older, and I know that there are still many wonderful things in store for me.","My music taste has definitely changed as I grew up, but there are a few songs that always invoke feelings of nostalgia when time was much more peaceful and enjoyable. One of these songs is called ""Bubbly"" by Colbie Caillat, and I heard it playing today at Trader Joe's while I was buying some groceries. It was such a weird and nostalgic experience, and I stuck around even after I paid to listen to the full thing play out. 

I remember being in kindergarten where we had a designated ""nap time,"" and the teacher would always play this song softly in the background. I remember being picked up by mom and going to get a snack after school with this song playing on the radio. 

It was so weird realizing that all of this happened and is a part of me, and I know that sounds really dumb, but it's just grounding to notice how far you've come with everything. I'm now in college away from that easy-going life of a little kindergartener, where all I had to worry about was what outdoor game me and my friends would play or what fun things I would do with my family over the weekend. 

It's just crazy to me how times change, but at the end of it all, I'm still me. It's even more crazy to me how just a simple 3-minute song made me have so many thoughts at the same time.",5,163,272
"In 2006, my sister and I were teaching a class and there was an art therapy student named Kevin. He was a very exceptional person, exceptional artist, and he had a very interesting story. He was involved in a terrible car accident and was in a coma for a month. When he came out of the coma, he realized that he could not draw or paint with his right hand anymore, so he taught himself how to use his left hand to create art.\n\nKevin was one of our best students and his story was the subject of the first book that we did for our small press. He wrote his story and did a wonderful job. We published his book. At that time, there was a contest. Carnegie Hall was looking for cover art for their program for the concert season. And without telling Kevin, we entered one of his paintings in the contest, and he actually won. It was a wonderful moment. We are very proud of him.\n\nPart of the prize was tickets to Carnegie Hall for a concert, and Kevin gave us the tickets. So we went to New York and went to the concert and we had a great time. So he was our first and to this day our best author.","I went to medical school in India, and I came here and I did my Master's in Hospital Administration. And when I was rotating as a part of my internship, that's when I realized that something is stopping me from being myself.

I really wanted to be with people, I wanted to be a social being. And I wanted to see more smiles, make a difference in someone's life, and touch someone's life on an everyday basis.

And when I did my externship in different places, I really enjoyed pediatrics. I was fortunate to work with autistic kids and kids who have seizures and other medical problems. And it was really touching for me to see how much the parents go through to have one autistic child, how much they see, and the patience that they have.

At the end of the day, what pays off is your satisfaction. If you're happy in what you're doing, no matter how many sacrifices it takes, no matter how much effort it takes. If you're happy, if you're satisfied, if you just know this is where my heart is, follow your heart. That's it. You will keep doing. No matter how many challenges or sacrifices, you will stay strong.",5,237,243
